ethn..oa_id,ethn..proportion_of_oa_within_co_m_boundary,ethn..total_persons,ethn..white,ethn..white_gypsy_or_irish_traveller,ethn..mixed_multiple_ethnic_group,ethn..asian_asian_british_indian,ethn..asian_asian_british_pakistani,ethn..asian_asian_british_bangladeshi,ethn..asian_asian_british_chinese,ethn..asian_asian_british_other_asian,ethn..black_african_caribbean_black_british,ethn..other_ethnic_group_any_other_ethnic_group,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00095331,1.0000000000642599,154,151,0,0,0,0,0,0,0,3,0,151,3,0,0,0
S00095332,0.999999999999165,98,91,0,0,0,3,0,2,2,0,0,91,0,7,0,0
S00095333,0.99999999999367395,100,99,0,0,0,0,0,0,0,0,1,99,0,0,0,1
S00095334,0.99999999999646005,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00095335,1.00000000001502,132,130,0,1,0,0,0,0,0,0,1,130,0,0,1,1
S00095336,0.99999999999921896,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00095337,0.99999999999147604,157,150,0,0,0,0,0,0,0,1,6,150,1,0,0,6
S00095338,0.99999999999995104,121,119,0,1,0,0,0,0,0,1,0,119,1,0,1,0
S00095339,0.99999999999848799,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00095340,0.999999999508424,109,104,0,2,0,0,0,1,0,1,1,104,1,1,2,1
S00095341,0.99999999996881095,191,184,0,1,0,0,0,4,0,1,1,184,1,4,1,1
S00095342,1.0000000000006599,108,103,0,0,2,0,0,3,0,0,0,103,0,5,0,0
S00095343,0.99999999985152799,107,102,0,2,0,0,0,0,0,0,3,102,0,0,2,3
S00095344,0.99999999997819,80,78,0,1,1,0,0,0,0,0,0,78,0,1,1,0
S00095345,1.00000000001028,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00095346,0.99999999992863797,141,141,0,0,0,0,0,0,0,0,0,141,0,0,0,0
S00095347,0.99999999999538203,93,90,0,0,0,0,0,0,0,0,3,90,0,0,0,3
S00095348,0.99999999998163303,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00095349,1.0000000000010101,114,112,0,0,2,0,0,0,0,0,0,112,0,2,0,0
S00095350,1.0000000000013101,80,77,0,3,0,0,0,0,0,0,0,77,0,0,3,0
S00095351,1.00000000000333,133,131,0,1,0,0,0,0,1,0,0,131,0,1,1,0
S00095352,1.0000000000013001,190,188,0,0,1,0,0,0,1,0,0,188,0,2,0,0
S00095353,0.99999999994675903,123,111,0,1,0,1,0,3,4,3,0,111,3,8,1,0
S00095354,1.0000000000129901,75,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0
S00095355,1.0000000000079401,169,166,1,0,0,0,0,2,0,0,0,167,0,2,0,0
S00095356,1.00000000000117,115,114,0,0,0,0,0,1,0,0,0,114,0,1,0,0
S00095357,1.00000000000108,70,66,0,2,0,0,0,0,0,0,2,66,0,0,2,2
S00095358,1.0000000000082501,262,237,0,3,5,3,0,3,8,2,1,237,2,19,3,1
S00095359,1.0000000000014999,89,85,0,0,4,0,0,0,0,0,0,85,0,4,0,0
S00095360,0.99999999999687195,58,57,0,0,0,0,0,0,1,0,0,57,0,1,0,0
S00095361,0.99999999999377498,92,90,0,2,0,0,0,0,0,0,0,90,0,0,2,0
S00095362,0.99999999999573896,128,122,0,0,5,0,0,0,0,0,1,122,0,5,0,1
S00095363,1.00000000000115,119,116,0,0,0,0,0,1,0,2,0,116,2,1,0,0
S00095364,0.64389083450480999,117,116,0,0,0,0,0,0,0,1,0,116,1,0,0,0
S00095365,0.99999996633578103,87,86,0,1,0,0,0,0,0,0,0,86,0,0,1,0
S00095366,0.44549204604532999,150,145,0,0,0,0,0,2,0,3,0,145,3,2,0,0
S00095367,0.28262474388560999,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00095368,0.99999999997200295,91,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0
S00095369,0.538754054670326,192,185,0,3,0,0,0,2,1,0,1,185,0,3,3,1
S00095370,0.755772255408375,116,112,1,0,0,0,0,3,0,0,0,113,0,3,0,0
S00095505,1.00000000000385,108,105,0,0,0,3,0,0,0,0,0,105,0,3,0,0
S00095506,0.999999805691419,125,125,0,0,0,0,0,0,0,0,0,125,0,0,0,0
S00095507,0.94204238091568204,130,127,0,0,3,0,0,0,0,0,0,127,0,3,0,0
S00095508,0.99999999977680198,183,183,0,0,0,0,0,0,0,0,0,183,0,0,0,0
S00095604,0.94665919747298799,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00095605,0.12834669664933801,133,128,0,3,2,0,0,0,0,0,0,128,0,2,3,0
S00095610,4.1896609311512498E-2,176,169,0,2,4,0,0,0,1,0,0,169,0,5,2,0
S00095614,0.99999999999558997,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00095622,0.61114088124223398,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00095623,0.96343367320974604,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00095627,1.0000000000056299,87,87,0,0,0,0,0,0,0,0,0,87,0,0,0,0
S00095628,0.99999999999937395,77,77,0,0,0,0,0,0,0,0,0,77,0,0,0,0
S00095629,0.99999999999280897,132,122,0,2,0,0,0,0,0,8,0,122,8,0,2,0
S00095630,0.99999999998993805,109,108,0,0,0,0,0,0,1,0,0,108,0,1,0,0
S00095631,0.99999999999963696,52,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0
S00095632,0.99999999999362099,96,95,0,1,0,0,0,0,0,0,0,95,0,0,1,0
S00095633,1.00000000000384,59,59,0,0,0,0,0,0,0,0,0,59,0,0,0,0
S00095634,1.0000000000008999,62,62,0,0,0,0,0,0,0,0,0,62,0,0,0,0
S00095651,1.00000000001107,141,140,0,0,0,0,0,0,0,0,1,140,0,0,0,1
S00095652,0.99999999986110699,81,79,0,0,1,0,0,1,0,0,0,79,0,2,0,0
S00095653,1.00000000000246,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00095654,0.99999999999724098,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00095655,1.00000000001944,98,96,0,0,1,0,0,1,0,0,0,96,0,2,0,0
S00095656,1.0000000000013101,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00095657,1.0000000000029701,94,94,0,0,0,0,0,0,0,0,0,94,0,0,0,0
S00095658,1.0000000000026901,51,49,0,1,0,0,0,1,0,0,0,49,0,1,1,0
S00095659,1.0000000000398199,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00095660,1.00000000000006,115,114,0,0,1,0,0,0,0,0,0,114,0,1,0,0
S00095661,1.0000000000065199,122,121,0,1,0,0,0,0,0,0,0,121,0,0,1,0
S00095662,0.99999999999368605,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00095682,1.0000000000015501,76,73,0,3,0,0,0,0,0,0,0,73,0,0,3,0
S00095685,0.99999997100934701,66,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0
S00095686,1.0000000000201501,111,110,0,1,0,0,0,0,0,0,0,110,0,0,1,0
S00095689,1.00000000000892,55,52,0,0,0,0,0,0,0,3,0,52,3,0,0,0
S00095690,0.99999999999976397,96,94,0,1,0,0,0,0,0,1,0,94,1,0,1,0
S00095708,0.89015879450867796,188,185,0,0,0,0,0,0,0,2,1,185,2,0,0,1
S00095709,6.9123297338101894E-2,163,160,0,3,0,0,0,0,0,0,0,160,0,0,3,0
S00095729,4.4319287397718801E-2,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00095740,1.00000000001221,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00095741,1.00000000001056,58,56,1,1,0,0,0,0,0,0,0,57,0,0,1,0
S00095742,0.99999999999469402,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00095743,0.99999999998869205,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00095744,1.00000000000172,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00095745,1.0000000000021301,83,82,0,0,0,0,0,0,0,0,1,82,0,0,0,1
S00095746,0.99999999997191202,65,65,0,0,0,0,0,0,0,0,0,65,0,0,0,0
S00095747,1.0000000000026299,116,115,0,1,0,0,0,0,0,0,0,115,0,0,1,0
S00095748,0.99999999999994105,131,128,0,0,0,0,0,0,0,0,3,128,0,0,0,3
S00095749,0.99999999998928701,91,90,0,1,0,0,0,0,0,0,0,90,0,0,1,0
S00095750,0.99999999997270095,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00095751,0.999999999999586,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00095752,0.99999999999153,80,78,0,0,2,0,0,0,0,0,0,78,0,2,0,0
S00095753,1.0000000000411999,73,69,0,0,0,0,4,0,0,0,0,69,0,4,0,0
S00095754,1.0000000000006699,61,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0
S00095755,0.99999999900224901,84,77,0,0,4,0,0,0,2,1,0,77,1,6,0,0
S00095756,1.00000000002115,97,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0
S00095757,0.99999999999739697,97,96,0,0,0,1,0,0,0,0,0,96,0,1,0,0
S00095758,0.99999999999981004,117,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0
S00095759,0.99999999999943601,58,57,0,0,0,0,0,0,1,0,0,57,0,1,0,0
S00095760,0.99999999999378097,141,141,0,0,0,0,0,0,0,0,0,141,0,0,0,0
S00095761,1.0000000000048099,58,58,0,0,0,0,0,0,0,0,0,58,0,0,0,0
S00095762,1.0000000000050799,83,78,0,0,0,0,5,0,0,0,0,78,0,5,0,0
S00095763,1.00000000013803,58,58,0,0,0,0,0,0,0,0,0,58,0,0,0,0
S00095764,1.00000000000251,87,85,0,1,0,0,0,0,0,1,0,85,1,0,1,0
S00095777,1.00000000000055,56,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0
S00095778,1.00000000001918,92,88,0,0,1,1,2,0,0,0,0,88,0,4,0,0
S00095779,1.0000000000214999,85,83,0,0,0,0,0,0,2,0,0,83,0,2,0,0
S00095780,1.0000000000228,92,91,0,1,0,0,0,0,0,0,0,91,0,0,1,0
S00095781,1.0000000000146001,102,100,0,0,0,0,0,0,1,1,0,100,1,1,0,0
S00095782,1.00000000000645,151,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0
S00095783,0.99999999999640399,71,68,0,3,0,0,0,0,0,0,0,68,0,0,3,0
S00095784,0.999999999995831,122,120,0,2,0,0,0,0,0,0,0,120,0,0,2,0
S00095785,1.0000000000185401,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00095786,1.00000000022424,145,143,0,0,0,0,0,0,0,0,2,143,0,0,0,2
S00095791,0.91987695892272203,171,169,0,1,0,0,0,1,0,0,0,169,0,1,1,0
S00095792,0.67997515212959803,78,71,0,0,0,0,0,0,3,4,0,71,4,3,0,0
S00095827,0.999999999997078,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00095828,1.00000000002137,152,151,0,0,0,0,0,0,0,1,0,151,1,0,0,0
S00097124,8.0783991418998197E-2,93,91,0,1,0,0,0,0,0,0,1,91,0,0,1,1
S00097125,7.7055053126156306E-2,111,110,0,1,0,0,0,0,0,0,0,110,0,0,1,0
S00097193,0.52067684625801003,162,154,0,1,0,1,0,0,6,0,0,154,0,7,1,0
